image,skin_color,genre
072936.jpg,Lightest,0
052370.jpg,Lightest,1
026208.jpg,Lightest,0
090838.jpg,Lightest,0
013072.jpg,Lightest,1
081510.jpg,Lightest,1
089602.jpg,Lightest,0
001338.jpg,Lightest,0
092550.jpg,Lightest,1
029311.jpg,Lightest,0
188290.jpg,Lightest,0
113067.jpg,Lightest,0
010787.jpg,Lightest,0
110988.jpg,Lightest,0
110022.jpg,Lightest,0
072843.jpg,Lightest,1
197165.jpg,Lightest,0
197171.jpg,Lightest,0
202267.jpg,Lightest,1
027063.jpg,Lightest,0
024026.jpg,Lightest,0
191689.jpg,Lightest,1
009605.jpg,Lightest,1
174822.jpg,Lightest,0
143056.jpg,Lightest,0
025306.jpg,Lightest,1
189946.jpg,Lightest,1
165078.jpg,Lightest,0
180786.jpg,Lightest,1
035129.jpg,Lightest,1
163810.jpg,Lightest,0
114454.jpg,Lightest,0
008928.jpg,Lightest,0
001924.jpg,Lightest,0
124554.jpg,Lightest,0
002418.jpg,Lightest,1
033606.jpg,Lightest,0
024420.jpg,Lightest,0
072317.jpg,Lightest,0
089827.jpg,Lightest,0
028964.jpg,Lightest,1
181512.jpg,Lightest,1
141722.jpg,Lightest,0
184132.jpg,Lightest,0
155384.jpg,Lightest,0
105969.jpg,Lightest,0
093062.jpg,Lightest,0
195359.jpg,Lightest,0
180740.jpg,Lightest,1
148662.jpg,Lightest,1
178986.jpg,Lightest,1
089943.jpg,Lightest,1
041450.jpg,Lightest,1
139272.jpg,Lightest,1
070114.jpg,Lightest,1
138959.jpg,Lightest,1
020119.jpg,Lightest,1
121788.jpg,Lightest,1
087629.jpg,Lightest,1
028948.jpg,Lightest,1
016681.jpg,Lightest,1
121986.jpg,Lightest,0
036544.jpg,Lightest,1
012419.jpg,Lightest,1
111662.jpg,Lightest,1
180635.jpg,Lightest,0
102636.jpg,Lightest,0
067253.jpg,Lightest,0
154274.jpg,Lightest,0
058466.jpg,Lightest,0
054248.jpg,Lightest,0
196451.jpg,Lightest,0
140771.jpg,Lightest,1
191464.jpg,Lightest,1
108053.jpg,Lightest,0
148477.jpg,Lightest,0
090785.jpg,Lightest,1
120734.jpg,Lightest,0
132250.jpg,Lightest,0
190424.jpg,Lightest,0
132085.jpg,Lightest,0
008319.jpg,Lightest,1
035926.jpg,Lightest,1
016133.jpg,Lightest,0
062842.jpg,Lightest,1
160933.jpg,Lightest,1
016682.jpg,Lightest,0
046936.jpg,Lightest,1
111675.jpg,Lightest,1
129665.jpg,Lightest,1
124427.jpg,Lightest,0
060517.jpg,Lightest,1
005416.jpg,Lightest,0
065527.jpg,Lightest,0
192187.jpg,Lightest,0
077692.jpg,Lightest,1
111517.jpg,Lightest,1
098694.jpg,Lightest,1
040566.jpg,Lightest,1
071051.jpg,Lightest,0
125372.jpg,Lightest,1
145653.jpg,Lightest,0
193573.jpg,Lightest,0
138121.jpg,Lightest,1
158825.jpg,Lightest,0
155252.jpg,Lightest,0
002322.jpg,Lightest,1
012864.jpg,Lightest,0
016155.jpg,Lightest,0
178698.jpg,Lightest,0
150841.jpg,Lightest,1
089106.jpg,Lightest,0
165192.jpg,Lightest,1
171454.jpg,Lightest,0
050317.jpg,Lightest,1
141554.jpg,Lightest,0
072968.jpg,Lightest,0
089099.jpg,Lightest,1
002041.jpg,Lightest,1
045450.jpg,Lightest,1
060639.jpg,Lightest,0
155325.jpg,Lightest,0
087505.jpg,Lightest,1
044360.jpg,Lightest,0
178300.jpg,Lightest,0
116383.jpg,Lightest,0
108817.jpg,Lightest,1
112324.jpg,Lightest,1
119517.jpg,Lightest,0
120432.jpg,Lightest,1
163245.jpg,Lightest,0
186544.jpg,Lightest,0
009705.jpg,Lightest,0
149309.jpg,Lightest,0
060228.jpg,Lightest,1
135201.jpg,Lightest,0
058006.jpg,Lightest,1
160374.jpg,Lightest,1
088804.jpg,Lightest,1
083979.jpg,Lightest,0
190905.jpg,Lightest,1
034255.jpg,Lightest,1
196192.jpg,Lightest,1
112245.jpg,Lightest,1
150066.jpg,Lightest,1
024081.jpg,Lightest,0
000651.jpg,Lightest,1
190518.jpg,Lightest,1
013611.jpg,Lightest,1
098144.jpg,Lightest,1
077432.jpg,Lightest,0
060364.jpg,Lightest,0
188196.jpg,Lightest,1
142714.jpg,Lightest,1
016392.jpg,Lightest,0
166040 09.41.51.jpg,Lightest,0
105885.jpg,Lightest,1
016621.jpg,Lightest,0
037638.jpg,Lightest,0
147491.jpg,Lightest,0
108393.jpg,Lightest,1
094804.jpg,Lightest,1
057132.jpg,Lightest,0
130368.jpg,Lightest,1
010709.jpg,Lightest,1
155255.jpg,Lightest,1
115936.jpg,Lightest,1
201247.jpg,Lightest,0
012256.jpg,Lightest,1
084234.jpg,Lightest,1
098609.jpg,Lightest,1
082889.jpg,Lightest,1
071929.jpg,Lightest,1
121878.jpg,Lightest,1
053544.jpg,Lightest,0
102086.jpg,Lightest,0
145483.jpg,Lightest,1
050267.jpg,Lightest,0
044560.jpg,Lightest,0
111575.jpg,Lightest,1
106009.jpg,Lightest,1
163929.jpg,Lightest,0
151780.jpg,Lightest,1
157130.jpg,Lightest,1
028082.jpg,Lightest,1
011830.jpg,Lightest,1
034332.jpg,Lightest,0
035992.jpg,Lightest,1
173045.jpg,Lightest,0
175420.jpg,Lightest,1
121500.jpg,Lightest,0
065356.jpg,Lightest,1
123471.jpg,Lightest,0
145910.jpg,Lightest,0
108794.jpg,Lightest,1
092682.jpg,Lightest,0
097705.jpg,Lightest,1
046410.jpg,Lightest,0
022182.jpg,Lightest,0
102246.jpg,Lightest,1
001029.jpg,Lightest,0
020959.jpg,Lightest,0
018975.jpg,Lightest,1
050058.jpg,Lightest,1
058362.jpg,Lightest,0
152642.jpg,Lightest,1
180704.jpg,Lightest,0
008941.jpg,Lightest,0
058810.jpg,Lightest,1
001150.jpg,Lightest,0
061854.jpg,Lightest,0
142055.jpg,Lightest,0
061673.jpg,Lightest,0
128065.jpg,Lightest,1
139154.jpg,Lightest,0
074040.jpg,Lightest,1
041788.jpg,Lightest,1
134471.jpg,Lightest,1
007044.jpg,Lightest,0
146583.jpg,Lightest,0
015695.jpg,Lightest,0
034868.jpg,Lightest,1
159514.jpg,Lightest,1
124716.jpg,Lightest,1
017323.jpg,Lightest,1
147514.jpg,Lightest,1
018012.jpg,Lightest,1
155890.jpg,Lightest,0
146634.jpg,Lightest,0
181394.jpg,Lightest,1
166241.jpg,Lightest,1
179836.jpg,Lightest,1
147714.jpg,Lightest,0
166094.jpg,Lightest,1
008177.jpg,Lightest,0
112107.jpg,Lightest,0
169984.jpg,Lightest,0
023641.jpg,Lightest,0
185910.jpg,Lightest,0
157857.jpg,Lightest,1
167943.jpg,Lightest,0
180100.jpg,Lightest,1
105650.jpg,Lightest,0
003792.jpg,Lightest,0
073513.jpg,Lightest,0
100502.jpg,Lightest,1
055265.jpg,Lightest,1
062218.jpg,Lightest,0
051639.jpg,Lightest,0
010671.jpg,Lightest,0
125806.jpg,Lightest,0
047715.jpg,Lightest,0
100847.jpg,Lightest,0
121862.jpg,Lightest,1
140536.jpg,Lightest,0
157704.jpg,Lightest,0
100116.jpg,Lightest,0
092460.jpg,Lightest,1
143761.jpg,Lightest,0
014639.jpg,Lightest,0
161271.jpg,Lightest,1
166278.jpg,Lightest,0
112704.jpg,Lightest,0
132417.jpg,Lightest,1
027813.jpg,Lightest,0
042084.jpg,Lightest,0
003782.jpg,Lightest,0
007296.jpg,Lightest,1
104953.jpg,Lightest,0
159498.jpg,Lightest,1
133325.jpg,Lightest,0
071117.jpg,Lightest,1
130177.jpg,Lightest,1
113989.jpg,Lightest,1
035782.jpg,Lightest,0
009047.jpg,Lightest,0
168650.jpg,Lightest,1
196559.jpg,Lightest,1
031645.jpg,Lightest,1
170625.jpg,Lightest,1
084015.jpg,Lightest,1
061258.jpg,Lightest,0
004403.jpg,Lightest,1
161528.jpg,Lightest,1
026111.jpg,Lightest,1
162753.jpg,Lightest,1
066509.jpg,Lightest,1
163465.jpg,Lightest,0
083591.jpg,Lightest,0
100303.jpg,Lightest,1
142118.jpg,Lightest,1
127025.jpg,Lightest,0
119054.jpg,Lightest,0
183156.jpg,Lightest,1
161104.jpg,Lightest,1
154418.jpg,Lightest,0
172346.jpg,Lightest,0
013960.jpg,Lightest,0
168444.jpg,Lightest,1
128074.jpg,Lightest,1
048794.jpg,Lightest,1
105130.jpg,Lightest,0
040450.jpg,Lightest,1
144622.jpg,Lightest,0
187494.jpg,Lightest,1
042938.jpg,Lightest,1
066695.jpg,Lightest,1
125974.jpg,Lightest,0
014217.jpg,Lightest,0
161844.jpg,Lightest,0
012921.jpg,Lightest,0
008789.jpg,Lightest,1
003145.jpg,Lightest,0
160384.jpg,Lightest,0
042643.jpg,Lightest,1
138312.jpg,Lightest,1
087906.jpg,Lightest,0
039756.jpg,Lightest,0
036465.jpg,Lightest,1
035193.jpg,Lightest,1
142333.jpg,Lightest,0
047562.jpg,Lightest,1
069847.jpg,Lightest,0
028166.jpg,Lightest,1
075261.jpg,Lightest,0
127269.jpg,Lightest,0
180559.jpg,Lightest,0
176595.jpg,Lightest,0
000403.jpg,Lightest,1
086672.jpg,Lightest,1
099961.jpg,Lightest,0
119807.jpg,Lightest,0
124562.jpg,Lightest,0
052231.jpg,Lightest,1
131755.jpg,Lightest,0
172678.jpg,Lightest,0
007595.jpg,Lightest,1
001866.jpg,Lightest,1
147358.jpg,Lightest,1
160095.jpg,Lightest,1
000946.jpg,Lightest,1
123620.jpg,Lightest,0
096064.jpg,Lightest,1
193120.jpg,Lightest,1
047365.jpg,Lightest,1
183455.jpg,Lightest,1
033802.jpg,Lightest,0
041270.jpg,Lightest,1
070907.jpg,Lightest,1
134189.jpg,Lightest,0
188689.jpg,Lightest,1
051895.jpg,Lightest,1
131185.jpg,Lightest,0
157994.jpg,Lightest,1
099551.jpg,Lightest,1
198897.jpg,Lightest,0
110349.jpg,Lightest,1
189998.jpg,Lightest,1
132883.jpg,Lightest,1
073613.jpg,Lightest,0
189783.jpg,Lightest,0
145148.jpg,Lightest,1
004666.jpg,Lightest,0
082371.jpg,Lightest,0
073405.jpg,Lightest,1
013534.jpg,Lightest,1
136944.jpg,Lightest,0
194315.jpg,Lightest,1
048518.jpg,Lightest,0
077703.jpg,Lightest,0
097185.jpg,Lightest,0
026969.jpg,Lightest,1
040391.jpg,Lightest,1
036561.jpg,Lightest,0
170534.jpg,Lightest,1
068408.jpg,Lightest,0
144874.jpg,Lightest,1
183495.jpg,Lightest,0
194664.jpg,Lightest,0
146291.jpg,Lightest,0
022071.jpg,Lightest,0
046246.jpg,Lightest,1
076540.jpg,Lightest,0
022111.jpg,Lightest,1
110612.jpg,Lightest,0
054285.jpg,Lightest,0
024776.jpg,Lightest,1
137078.jpg,Lightest,1
073160.jpg,Lightest,0
166579.jpg,Lightest,1
157015.jpg,Lightest,1
178970.jpg,Lightest,1
042434.jpg,Lightest,1
079461.jpg,Lightest,1
069128.jpg,Lightest,0
186489.jpg,Lightest,1
068544.jpg,Lightest,1
083724.jpg,Lightest,0
001900.jpg,Lightest,1
029685.jpg,Lightest,0
054134.jpg,Lightest,0
123380.jpg,Lightest,0
081721.jpg,Lightest,1
139327.jpg,Lightest,0
110212.jpg,Lightest,1
157818.jpg,Lightest,1
115381.jpg,Lightest,0
115431.jpg,Lightest,0
011643.jpg,Lightest,1
188506.jpg,Lightest,0
055571.jpg,Lightest,0
131785.jpg,Lightest,1
149170.jpg,Lightest,1
035332.jpg,Lightest,0
056871.jpg,Lightest,0
018539.jpg,Lightest,0
102575.jpg,Lightest,1
035124.jpg,Lightest,1
178030.jpg,Lightest,1
176035.jpg,Lightest,1
113120.jpg,Lightest,1
193046.jpg,Lightest,1
161588.jpg,Lightest,0
179489.jpg,Lightest,1
072523.jpg,Lightest,1
177856.jpg,Lightest,1
152208.jpg,Lightest,1
028229.jpg,Lightest,1
169513.jpg,Lightest,0
139697.jpg,Lightest,0
019209.jpg,Lightest,1
094887.jpg,Lightest,1
121999.jpg,Lightest,0
144873.jpg,Lightest,1
093870.jpg,Lightest,0
197431.jpg,Lightest,0
131989.jpg,Lightest,0
149615.jpg,Lightest,1
169300.jpg,Lightest,0
040989.jpg,Lightest,0
096471.jpg,Lightest,0
202055.jpg,Lightest,0
172536.jpg,Lightest,1
113137.jpg,Lightest,0
149211.jpg,Lightest,1
